"","Sample_3TR","Sample_9TR","Sample_21TR","Sample_24TR","Sample_31TR","Sample_32TR","Sample_38TR","Sample_41TR","Sample_43TR","Sample_49TR","Sample_50TR"
"chr1:805799|810170",49,19,12,69,91,9,0,65,51,26,29
"chr1:52493611|52509712",73,19,37,33,89,52,48,40,89,60,32
"chr1:52509596|52516054",0,0,0,0,5,0,0,0,0,0,0
"chr1:52515891|52526373",29,0,4,0,2,0,4,30,13,8,0
"chr1:52525563|52526373",0,0,0,0,10,0,0,0,0,0,0
"chr1:52771020|52779993",5,0,0,0,11,0,0,0,0,0,0
"chr1:52801819|52816629",0,0,0,7,6,0,0,0,0,0,0
"chr1:52974769|52988136",9,0,0,0,13,0,0,0,9,8,6
"chr1:52978217|52988136",6,0,0,0,5,0,39,0,3,4,16
"chr1:53069801|53082188",0,0,0,0,7,0,0,0,0,0,0
"chr1:53916779|53940097",0,0,0,0,3,0,0,24,8,0,0
"chr1:53923904|53940097",4,0,0,0,13,0,23,0,6,0,0
"chr1:54040756|54043525",30,0,18,0,27,20,33,30,0,22,28
"chr1:54040756|54047372",15,4,6,0,31,0,0,0,16,8,0
"chr1:54601269|54605209",0,0,0,0,4,0,0,0,0,0,0
"chr1:55134070|55138718",0,0,0,0,6,0,0,0,0,0,0
"chr1:56172556|56183620",0,0,0,0,5,0,0,0,0,0,0
"chr1:56263323|56263727",0,0,0,0,4,0,0,0,0,0,0
"chr1:56511976|56524554",7,0,6,0,3,0,32,14,0,0,0
"chr1:56536955|56542603",0,0,0,0,4,0,0,0,0,0,0
"chr1:56787175|56792803",0,0,0,0,8,0,0,15,9,0,0
"chr1:58506060|58534331",12,0,8,0,13,12,17,15,38,22,0
"chr1:58506060|58536741",51,21,36,24,9,50,51,68,63,85,56
"chr1:58671870|58685251",0,0,0,0,6,0,28,0,0,2,5
"chr1:58681785|58685251",4,0,0,0,6,0,0,21,6,6,0
"chr1:59315720|59378837",0,0,0,0,8,0,0,0,0,0,0
"chr1:59321536|59346398",182,84,83,38,161,110,121,148,90,95,113
"chr1:59321536|59378837",217,35,82,50,222,127,103,181,73,93,89
"chr1:59321536|59457076",12,0,6,0,22,14,17,0,5,0,7
"chr1:59321536|59474202",0,0,0,0,7,4,0,0,0,0,0
"chr1:59321536|59512439",11,0,5,0,7,2,28,0,0,7,0
"chr1:59331843|59346398",4,0,0,0,6,0,0,0,0,0,0
"chr1:59339958|59346398",31,12,7,0,3,4,30,66,5,8,4
"chr1:59339958|59378837",312,101,123,106,180,167,268,224,220,265,124
"chr1:59339958|59423488",0,0,0,0,8,0,0,0,0,0,0
"chr1:59339958|59512439",0,0,0,0,7,0,0,0,0,0,0
"chr1:61277520|61383365",3,0,2,0,3,0,0,14,0,0,0
"chr1:61277520|61426556",0,0,0,0,6,0,0,0,0,0,6
"chr1:61683417|61709437",0,0,0,0,5,0,0,0,0,0,0
"chr1:61791348|61797428",0,0,0,0,8,0,0,0,0,0,0
"chr1:61990168|62051058",0,5,0,0,11,0,6,0,0,2,9
"chr1:62273204|62281634",0,0,0,0,5,0,0,0,0,0,0
"chr1:62439799|62442299",0,0,0,0,25,7,0,0,7,6,0
"chr1:62439799|62443319",0,0,0,0,6,0,0,0,8,0,0
"chr1:62443159|62447511",2,0,0,0,7,0,0,0,0,0,0
"chr1:62444738|62447511",0,0,0,0,8,0,0,0,5,4,0
"chr1:62473982|62477834",0,0,0,0,10,0,0,0,0,4,0
"chr1:62555825|62619993",0,0,0,0,7,0,0,0,3,8,0
"chr1:62561617|62586624",0,0,0,0,6,0,0,0,0,0,0
"chr1:62577262|62586624",30,11,15,30,19,7,0,7,40,41,30
"chr1:62577262|62625401",8,0,0,0,6,10,0,0,5,13,0
"chr1:62803719|62821209",12,0,5,0,14,0,0,0,4,6,9
"chr1:63478764|63508570",11,0,0,6,9,0,0,0,16,16,0
"chr1:64009305|64050716",175,47,51,76,23,62,67,23,57,129,89
"chr1:64049691|64050716",16,5,4,3,5,0,0,24,5,0,0
"chr1:64550594|64602912",12,0,0,0,8,4,26,0,3,0,0
"chr1:64582156|64641969",0,0,0,4,9,5,0,0,0,6,3
"chr1:64602806|64641969",0,0,0,0,3,5,0,0,7,0,14
"chr1:64629355|64641969",0,0,0,6,15,0,0,0,9,11,17
"chr1:64632599|64641969",9,0,0,0,10,0,7,0,0,4,6
"chr1:64647801|64675983",0,0,0,0,6,0,0,0,0,0,0
"chr1:64666057|64675983",8,0,14,0,5,0,10,0,0,6,5
"chr1:65364635|65366196",13,57,7,50,29,38,87,116,70,88,25
"chr1:65913245|65918835",7,51,69,74,75,30,50,233,132,47,45
"chr1:65918597|65937709",0,0,0,0,5,0,0,0,0,0,0
"chr1:66112770|66266087",0,0,0,0,4,0,0,0,0,0,0
"chr1:66635944|66643719",0,0,0,0,7,0,0,0,0,0,0
"chr1:66837710|66905375",0,0,0,0,8,0,0,0,0,0,0
"chr1:66891154|66905375",383,124,220,175,547,206,470,394,443,349,338
"chr1:66946150|66959743",8,0,7,6,18,0,12,0,22,5,7
"chr1:66958059|66963160",21,0,0,11,49,9,32,0,22,13,6
"chr1:67415166|67426285",0,0,0,0,9,0,0,0,0,0,0
"chr1:67420009|67426285",0,0,0,0,6,0,0,0,0,0,0
"chr1:70126869|70159438",0,0,0,0,4,0,0,0,0,0,0
"chr1:70173465|70189273",10,0,0,0,13,0,0,0,0,0,0
"chr1:70270856|70306290",0,0,0,0,7,0,0,0,0,0,0
"chr1:70270856|70315566",0,0,0,0,4,0,11,19,0,0,0
"chr1:70292388|70300908",6,7,17,10,23,0,0,0,13,31,4
"chr1:70292388|70306290",32,7,31,15,30,11,0,30,26,8,26
"chr1:70292388|70315566",52,31,41,28,79,31,30,56,44,61,47
"chr1:70296130|70315566",21,0,0,0,18,0,59,0,8,11,7
"chr1:70296130|70324957",0,0,0,0,5,0,0,0,0,4,0
"chr1:74236102|74271708",32,0,0,6,10,10,26,0,20,31,4
"chr1:74249459|74271708",7,0,0,0,7,12,0,0,0,23,0
"chr1:75728401|75750546",5,0,0,4,6,0,0,0,0,0,0
"chr1:75732644|75734871",11,0,2,6,33,4,10,0,16,5,20
"chr1:75739980|75750546",13,3,43,0,18,18,32,0,5,17,14
"chr1:75745806|75750546",27,20,17,0,5,0,0,23,11,17,17
"chr1:75803731|75816546",0,0,0,0,21,0,0,0,0,0,0
"chr1:76346143|76412417",0,0,0,0,4,0,0,0,0,0,0
"chr1:77154449|77210489",0,0,0,0,9,0,0,0,9,0,0
"chr1:77565442|77584655",0,0,0,0,3,0,0,0,0,0,0
"chr1:77578774|77582126",0,0,0,0,9,0,0,0,0,0,0
"chr1:77631850|77633405",0,0,0,0,8,0,0,0,0,0,0
"chr1:77631850|77641655",16,0,0,0,29,20,24,28,20,0,21
"chr1:77633115|77641655",50,26,29,29,15,15,10,0,28,0,27
"chr1:77711747|77714783",0,0,0,0,11,0,0,14,0,10,0
"chr1:77711747|77715868",35,9,14,28,40,17,5,0,33,38,41
"chr1:77717867|77725762",63,19,51,34,38,5,35,0,76,60,15
"chr1:77734347|77739417",0,0,0,11,16,0,0,0,8,0,0
"chr1:77801331|77815231",66,31,0,51,78,29,63,101,93,78,30
"chr1:77803270|77815231",0,0,0,0,6,3,0,0,0,12,0
"chr1:77858938|77861322",2,0,0,0,14,0,16,0,0,0,0
"chr1:77858938|77864028",18,0,9,13,21,0,0,0,13,8,12
"chr1:77858938|77866391",5,0,22,6,11,4,7,33,18,12,14
"chr1:77873001|77875111",7,0,0,0,8,0,0,0,0,0,0
"chr1:77916055|77918273",0,0,0,0,5,0,0,0,0,3,0
"chr1:77940968|77942221",0,0,0,5,10,0,0,0,0,0,0
"chr1:81836885|81907230",7,0,4,0,7,0,0,13,5,14,0
"chr1:84175033|84185182",0,0,0,0,5,0,0,0,0,0,0
"chr1:84179177|84185182",0,0,5,0,23,0,14,0,0,9,0
"chr1:84179177|84197824",0,0,2,0,15,0,0,0,8,8,0
"chr1:84179177|84214317",56,0,22,23,48,3,43,23,16,23,27
"chr1:84179177|84235364",7,0,0,14,14,0,0,0,0,2,0
"chr1:84655832|84671308",8,0,0,0,8,0,0,0,0,5,0
"chr1:84865385|84866138",0,0,0,0,12,3,0,0,8,0,0
"chr1:85775674|85786461",5,0,8,0,6,0,17,33,9,3,7
"chr1:85838585|85849406",0,6,0,0,8,0,0,0,0,0,0
"chr1:85961249|85987654",12,0,0,5,7,0,0,0,0,0,0
"chr1:85987601|86023007",5,0,0,0,11,0,0,0,0,0,0
"chr1:86017151|86023007",0,0,0,0,13,0,0,0,0,0,0
"chr1:86124845|86146183",0,0,0,5,10,0,0,0,0,0,0
"chr1:86715724|86719635",0,0,0,14,6,0,20,0,0,18,0
"chr1:86715724|86724405",27,0,0,0,6,9,16,2,8,13,9
"chr1:86715724|86735179",0,0,3,0,5,5,0,0,0,5,0
"chr1:86715724|86742436",0,0,0,0,5,5,0,0,0,0,12
"chr1:86715724|86743235",5,0,0,0,21,5,0,0,11,2,0
"chr1:86719507|86724405",13,0,0,5,19,12,0,26,20,11,22
"chr1:86719507|86742436",0,0,0,0,6,0,0,0,0,2,10
"chr1:86738661|86742436",0,0,0,0,3,0,0,0,0,0,8
"chr1:88740988|88741288",0,0,0,0,3,0,0,0,0,0,0
"chr1:88740988|88786213",8,0,14,3,13,0,0,0,8,6,12
"chr1:88760222|88786213",0,0,0,0,4,0,0,0,0,0,7
"chr1:88770352|88771879",20,7,12,17,8,9,0,0,14,14,18
"chr1:88770352|88786213",18,5,0,4,17,8,19,0,20,10,10
"chr1:88786104|88806017",16,0,8,0,13,0,0,0,5,3,0
"chr1:88807313|88822003",0,0,7,0,7,0,0,0,0,0,0
"chr1:88943005|88955225",0,0,0,0,3,0,0,0,0,0,0
"chr1:90916640|90982370",0,0,3,6,8,0,0,0,5,0,0
"chr1:91343430|91353299",13,0,0,0,26,0,16,0,20,0,0
"chr1:91861471|91864279",20,5,0,0,16,0,0,0,6,12,6
"chr1:92139350|92147786",0,0,0,0,9,0,0,0,0,0,0
"chr1:92320599|92345914",0,0,3,0,17,0,13,0,6,13,4
"chr1:92333391|92380873",229,62,126,115,279,143,237,218,202,373,191
"chr1:92563642|92607727",46,10,17,6,57,18,30,29,19,39,16
"chr1:92563642|92636336",7,0,0,0,9,6,0,0,10,10,0
"chr1:92563642|92704744",18,0,0,0,21,9,11,0,0,5,0
"chr1:92605307|92636336",0,0,4,7,7,0,0,0,0,8,0
"chr1:92605307|92704744",0,0,0,0,7,0,0,0,0,0,14
"chr1:92624176|92636336",0,0,0,0,16,0,0,0,0,9,0
"chr1:92662719|92704744",0,13,7,0,8,6,8,0,8,16,16
"chr1:92663420|92704744",17,7,0,0,32,12,0,0,18,14,11
"chr1:92665939|92704744",0,0,0,7,8,0,0,7,0,0,0
"chr1:92677158|92704744",6,0,0,0,14,0,0,0,0,0,0
"chr1:92693802|92704744",13,0,0,0,28,0,0,0,18,26,4
"chr1:92732510|92745802",0,0,0,0,6,0,0,0,0,0,0
"chr1:93183298|93193744",0,0,0,0,5,0,0,0,0,0,0
"chr1:93183360|93192106",0,0,0,0,6,0,0,0,0,0,0
"chr1:93183360|93212261",0,0,0,0,3,0,0,0,0,0,0
"chr1:93305388|93325895",3,10,0,13,15,4,0,13,15,9,8
"chr1:93567279|93567851",0,21,31,23,9,10,27,41,35,15,6
"chr1:93894614|93897898",11,9,7,0,14,0,14,25,9,7,15
"chr1:93894614|93901669",14,0,14,11,36,0,0,31,22,17,6
"chr1:94220258|94231643",5,0,11,10,14,0,0,12,0,15,0
"chr1:94487542|94491247",0,0,7,0,13,10,0,0,13,24,31
"chr1:94487542|94506642",11,0,8,0,17,0,0,0,0,0,10
"chr1:94489725|94506642",0,0,0,0,3,0,2,0,0,0,0
"chr1:94498602|94499614",10,0,30,0,28,0,0,30,14,5,27
"chr1:94498602|94506642",0,0,3,0,3,0,6,18,8,0,0
"chr1:95138275|95173889",0,0,0,5,11,5,0,0,16,11,0
"chr1:95143891|95151419",48,45,42,123,99,26,46,92,92,140,44
"chr1:95143891|95173889",19,0,44,13,22,12,0,67,37,42,11
"chr1:96769703|96777946",4,0,0,0,4,0,0,0,0,0,0
"chr1:96769703|96785254",4,0,12,0,35,11,6,20,18,21,10
"chr1:97515726|97549744",0,0,0,14,23,10,0,32,25,14,0
"chr1:97549560|97691798",0,0,0,0,3,0,0,0,0,0,0
"chr1:97679095|97699547",4,0,0,0,33,5,0,12,0,0,27
"chr1:97679095|97721671",0,0,0,0,4,0,0,0,15,0,0
"chr1:98691075|98701903",5,0,8,0,11,15,15,0,6,17,0
"chr1:99900636|99913738",0,0,0,0,2,0,0,0,0,0,0
"chr1:99993537|100004866",0,0,0,0,4,0,0,0,0,0,0
"chr1:99993537|100017815",0,0,0,0,8,7,0,0,9,7,8
"chr1:100007034|100017815",0,0,0,7,17,10,0,0,4,0,0
"chr1:100049909|100068195",0,0,0,0,3,0,0,0,0,0,0
"chr1:100049909|100069685",0,3,0,0,19,4,5,0,0,0,0
"chr1:100136882|100144143",0,0,0,0,18,0,0,0,0,0,11
"chr1:100158231|100168594",0,0,0,0,6,0,0,0,0,0,0
"chr1:100214817|100218747",0,0,0,0,6,0,0,0,2,0,0
"chr1:100230733|100240884",0,0,0,0,3,0,0,0,0,6,0
"chr1:100275599|100291505",0,0,0,0,5,0,0,0,0,0,0
"chr1:100390732|100442996",0,0,0,0,4,11,0,0,0,7,0
"chr1:100906852|100921841",21,29,30,11,39,15,83,88,19,38,13
"chr1:100913663|100921841",0,0,10,0,10,0,0,18,0,4,2
"chr1:100961828|100974902",0,0,0,0,10,0,0,0,0,3,0
"chr1:103565435|103575540",111,5,0,46,173,126,105,25,115,100,128
"chr1:103565435|103621893",5,2,8,13,23,7,4,5,8,15,13
"chr1:103565435|103716018",11,0,8,11,23,5,9,8,11,21,17
"chr1:107596212|107603163",0,0,0,0,4,0,9,0,0,0,0
"chr1:107642619|107705061",0,4,0,0,7,0,0,0,0,0,0
"chr1:108148279|108161293",110,14,56,21,61,20,26,61,65,79,58
"chr1:108154983|108161293",0,0,0,0,6,0,0,0,0,0,3
"chr1:108154983|108185954",8,0,0,0,28,0,10,0,0,0,16
"chr1:108181941|108195480",0,0,0,8,7,0,0,0,0,0,0
"chr1:108624645|108629657",0,0,0,0,3,0,0,0,0,0,0
"chr1:108752257|108760085",6,0,0,0,3,0,0,0,7,0,9
"chr1:108782422|108794907",18,0,0,0,5,4,0,0,8,9,0
"chr1:108793582|108800305",11,0,16,19,10,21,0,0,9,12,5
"chr1:108836249|108837208",0,0,0,0,6,0,0,0,7,0,0
"chr1:108885275|108901945",0,0,0,0,10,0,0,0,0,0,0
"chr1:108947611|108950448",0,0,0,0,16,0,0,0,0,0,0
"chr1:108982609|109004718",0,0,0,0,6,0,0,0,0,0,0
"chr1:108991254|109004718",0,0,0,0,5,0,0,0,0,0,0
"chr1:108991254|109011718",0,0,0,3,5,0,0,0,0,0,0
"chr1:109230878|109231786",0,4,0,0,5,4,0,0,5,10,0
"chr1:109316850|109347532",0,0,0,0,8,0,0,0,0,0,0
"chr1:109336240|109345881",0,0,0,5,6,10,0,0,4,0,0
"chr1:109336240|109369589",0,0,0,0,3,0,0,0,0,0,0
"chr1:109340724|109345878",7,3,18,0,15,17,0,6,6,0,0
"chr1:109582437|109586882",0,8,0,0,31,0,0,0,0,0,6
"chr1:110222964|110226178",0,0,0,0,22,0,0,19,0,8,0
"chr1:111147642|111161296",20,0,0,0,29,0,36,33,22,13,18
"chr1:111456086|111459636",4,10,12,9,26,9,16,26,24,24,29
"chr1:111691334|111704486",0,0,0,0,2,0,0,0,0,0,0
"chr1:112540779|112578417",0,0,0,0,5,0,0,0,0,0,0
"chr1:112555868|112584126",0,0,0,0,15,6,0,0,0,0,0
"chr1:112555868|112616895",5,0,0,0,28,0,0,15,5,0,14
"chr1:112576986|112584126",7,0,9,0,8,0,0,0,4,5,0
"chr1:112576986|112600848",0,0,0,0,9,0,0,0,5,0,5
"chr1:112581992|112584126",0,0,0,0,8,0,0,0,0,0,0
"chr1:112581992|112611003",0,0,0,0,4,0,0,0,3,3,0
"chr1:112581992|112616895",0,0,4,0,4,0,17,0,0,0,0
"chr1:112591525|112611003",0,0,0,0,32,0,0,0,5,11,0
"chr1:112591525|112616895",17,11,14,0,18,0,0,0,10,4,0
"chr1:112597971|112616895",0,0,5,11,15,0,0,13,6,13,14
"chr1:112653598|112659779",95,0,99,26,70,34,95,78,112,92,66
"chr1:112917178|112918044",0,0,32,19,21,0,38,12,14,15,0
"chr1:113091318|113096365",0,0,0,0,5,0,0,0,0,0,0
"chr1:113112479|113114876",0,0,0,0,5,0,0,0,0,0,0
"chr1:113549515|113585596",0,0,0,0,6,0,0,0,0,0,0
"chr1:113671734|113673465",22,7,39,18,31,18,79,0,12,9,47
"chr1:113704081|113706722",0,0,0,8,5,0,0,19,2,7,0
"chr1:113704081|113726574",0,0,0,0,6,0,0,0,0,0,0
"chr1:113719876|113726574",0,0,0,0,9,0,0,0,0,0,0
"chr1:113829592|113834439",0,4,0,60,27,10,0,43,45,26,26
"chr1:113834910|113855049",0,0,0,3,13,5,0,0,0,15,0
"chr1:113848540|113855049",0,6,0,4,25,0,0,10,14,5,0
"chr1:113897840|113901885",0,0,0,0,9,0,0,15,7,0,4
"chr1:113952766|113958291",0,0,0,0,8,0,0,0,0,0,0
"chr1:114463104|114464388",139,56,101,76,94,92,118,55,117,107,78
"chr1:115050356|115060538",30,0,0,10,17,11,0,0,18,6,0
"chr1:115050356|115062232",5,0,0,4,10,12,0,0,13,5,0
"chr1:115215253|115229474",0,0,0,0,5,0,0,0,0,0,0
"chr1:115659641|115664268",0,0,0,0,7,0,0,0,0,0,5
"chr1:116535965|116544604",0,3,0,0,8,0,0,0,0,0,0
"chr1:117378660|117420649",0,0,0,0,8,0,0,0,0,0,0
"chr1:117396952|117420649",0,0,0,0,2,0,0,0,0,0,0
"chr1:117402186|117405645",38,39,0,22,50,35,18,7,32,35,13
"chr1:117402186|117414831",288,126,183,160,234,149,209,160,319,253,246
"chr1:117402186|117420649",527,229,132,249,313,262,347,212,442,276,354
"chr1:117402186|117442325",100,20,40,43,72,43,61,102,80,69,75
"chr1:117402186|117466427",17,4,6,4,22,4,0,0,12,14,18
"chr1:117456085|117502970",0,0,0,0,6,0,0,0,0,0,0
"chr1:117896833|117920424",0,0,0,0,12,0,0,18,3,10,12
"chr1:117906506|117918736",4,0,6,0,24,9,27,0,5,11,0
"chr1:117911994|117918736",19,0,11,11,48,22,0,30,23,16,12
"chr1:145771711|145794196",0,0,0,0,8,0,0,0,0,0,0
"chr1:145839890|145841071",33,4,14,5,3,7,0,0,0,31,23
"chr1:145839890|145842477",21,0,48,48,43,36,44,33,25,83,23
"chr1:145840922|145842477",5,0,4,3,4,0,0,0,0,0,0
"chr1:145994016|145994437",0,0,0,0,9,0,0,0,0,0,0
"chr1:146505331|146557468",0,0,0,0,4,0,0,0,0,0,2
"chr1:147252623|147259918",95,34,0,64,133,70,63,128,121,106,81
"chr1:147275354|147285487",11,0,11,23,31,9,90,37,25,3,24
"chr1:147286298|147287733",4,0,0,0,4,0,0,0,0,0,0
"chr1:147648246|147659775",19,0,2,0,5,0,16,0,4,0,8
"chr1:148333214|148335919",0,0,0,0,3,0,0,0,0,0,0
"chr1:149971063|149977576",0,0,0,0,8,0,0,0,0,0,0
"chr1:150076233|150077779",11,0,0,0,18,0,0,22,0,0,0
"chr1:150091937|150110627",6,0,18,14,4,4,16,0,0,5,0
"chr1:150226608|150229237",0,0,0,0,11,0,0,0,0,0,0
"chr1:150334935|150335241",0,0,8,0,7,0,0,0,0,7,5
"chr1:150340398|150344547",0,0,0,0,4,0,0,0,0,0,0
"chr1:150440923|150444377",0,0,0,0,16,9,0,0,0,13,3
"chr1:150492411|150496908",0,0,22,0,27,16,3,37,18,24,21
"chr1:150708256|150719538",0,0,0,0,8,0,0,0,0,0,0
"chr1:150929967|150951481",0,0,0,0,11,0,0,0,0,0,0
"chr1:151017812|151027327",0,0,0,0,2,0,0,0,4,0,0
"chr1:151024611|151027327",27,16,15,4,29,9,13,4,35,25,0
"chr1:151088190|151107222",7,0,11,0,12,3,0,28,11,14,16
"chr1:151088190|151118139",10,0,3,22,20,0,16,17,6,10,27
"chr1:151093192|151118139",0,0,0,0,9,0,0,0,0,0,0
"chr1:151161736|151162100",2,0,0,4,6,0,0,0,7,0,0
"chr1:151166934|151167414",24,25,15,20,14,15,36,15,14,17,21
"chr1:151227320|151232703",0,0,0,0,4,0,0,0,5,15,12
"chr1:151288528|151289271",50,0,32,6,24,23,32,25,18,68,34
"chr1:151315573|151316509",36,15,26,18,77,14,34,74,32,22,32
"chr1:151408100|151408828",3,6,9,0,6,0,9,0,0,0,2
"chr1:151423397|151430841",0,0,0,3,3,0,0,0,0,0,0
"chr1:151423397|151442205",0,0,0,0,4,3,0,0,0,0,0
"chr1:151562585|151566228",0,0,0,0,9,0,0,0,0,0,0
"chr1:151658235|151668635",26,0,0,0,31,5,0,0,4,17,17
"chr1:152248895|152251758",0,0,2,0,23,4,0,8,0,4,0
"chr1:152248895|152253510",6,0,0,0,9,5,21,0,7,0,0
"chr1:152332583|152341210",33,17,6,0,44,5,56,0,9,5,11
"chr1:153664043|153668557",0,6,0,0,3,0,0,0,0,6,0
"chr1:153665220|153668557",32,14,24,18,62,9,23,21,22,29,35
"chr1:153811731|153813452",0,6,8,8,12,0,0,3,0,3,0
"chr1:154172908|154173201",24,18,17,31,12,14,11,0,7,21,12
"chr1:154172908|154176248",15,13,15,8,9,21,0,0,20,9,0
"chr1:154235196|154257301",0,0,0,0,8,0,0,0,0,0,0
"chr1:154249239|154251653",0,0,10,0,7,0,0,4,10,4,0
"chr1:154251041|154251653",52,6,21,27,26,14,26,52,34,33,37
"chr1:154260892|154266568",0,16,9,0,5,0,0,17,15,5,14
"chr1:154448125|154454581",0,0,0,0,7,10,13,0,2,5,0
"chr1:154506877|154521479",0,0,0,0,5,0,0,0,0,0,0
"chr1:154725916|154737088",14,0,0,0,7,0,0,0,0,0,0
"chr1:154809951|154822184",0,0,0,0,6,0,0,0,0,0,0
"chr1:155179632|155179934",0,0,0,0,4,0,0,0,0,0,0
"chr1:155337589|155344273",0,0,0,0,8,0,0,0,0,0,7
"chr1:155352706|155354630",7,0,0,0,5,0,0,0,0,5,0
"chr1:155370504|155370983",0,16,6,36,10,17,21,59,24,16,29
"chr1:155370504|155395553",18,0,8,7,20,3,19,0,0,5,0
"chr1:155378281|155395553",0,0,0,0,8,0,0,0,3,11,0
"chr1:155378281|155415923",11,0,0,0,15,10,17,0,11,20,0
"chr1:155378281|155459898",0,0,0,0,2,0,0,0,0,4,0
"chr1:155395459|155439068",0,0,0,0,12,10,18,0,0,2,0
"chr1:155395459|155459898",38,0,20,23,38,27,64,32,45,34,48
"chr1:155395459|155462599",13,0,0,0,9,0,0,0,0,0,0
"chr1:155408142|155415923",4,0,0,0,13,0,0,0,0,21,7
"chr1:155415744|155459898",41,2,5,14,33,15,0,29,12,25,40
"chr1:155438327|155439068",224,42,157,116,328,118,155,196,180,212,200
"chr1:155438327|155459898",206,62,160,84,231,142,309,128,170,187,218
"chr1:155438327|155462599",0,0,0,0,4,0,7,0,0,6,0
"chr1:155649814|155766709",5,2,12,0,2,0,0,26,15,7,11
"chr1:155661307|155773210",11,0,20,9,17,17,0,0,4,8,9
"chr1:155668627|155679512",0,0,0,0,5,0,0,0,0,0,0
"chr1:155670320|155675096",0,6,9,17,24,0,0,0,0,7,6
"chr1:155670320|155679512",68,12,48,6,88,32,44,0,36,25,19
"chr1:155670320|155784089",21,6,9,2,4,8,0,0,9,7,4
"chr1:155672560|155679512",29,4,6,0,11,6,0,0,24,0,0
"chr1:155674685|155679512",8,6,7,0,15,0,19,35,13,0,2
"chr1:155675010|155679512",307,100,184,87,227,90,128,245,258,173,118
"chr1:155675010|155680456",33,0,14,10,20,0,21,15,14,19,13
"chr1:155675010|155784089",40,23,23,7,42,18,30,16,45,26,11
"chr1:155676548|155679512",653,199,294,255,487,238,388,350,430,308,254
"chr1:155676548|155680456",12,15,0,16,20,2,19,0,13,10,12
"chr1:155676548|155784089",97,49,52,48,126,48,65,48,101,63,81
"chr1:155709773|155726019",12,0,0,0,8,0,0,0,0,0,3
"chr1:155717006|155726019",3,0,0,0,15,16,0,51,13,4,26
"chr1:155721517|155726019",31,8,5,32,17,8,11,24,19,33,8
"chr1:155725382|155726019",0,2,0,0,22,3,6,0,2,0,4
"chr1:155756958|155760641",2,0,5,3,7,0,12,0,9,6,2
"chr1:155765000|155766709",19,21,0,18,24,42,32,50,42,48,40
"chr1:155767425|155773210",3,0,7,5,12,4,12,0,5,10,12
"chr1:155771067|155773210",18,0,0,0,9,0,0,9,11,7,0
"chr1:155777622|155784089",10,12,6,8,13,0,0,28,3,17,4
"chr1:155853276|155853806",366,209,272,175,483,298,453,635,367,404,284
"chr1:155904311|155904804",11,0,6,5,14,15,27,0,5,13,0
"chr1:155921375|155921918",28,16,18,5,34,21,0,31,23,23,8
"chr1:155921375|155923687",6,3,9,15,18,0,0,0,14,5,10
"chr1:155921375|155925843",0,0,6,0,11,0,16,0,0,0,4
"chr1:155923627|155929840",0,0,0,0,8,0,0,0,0,0,0
"chr1:155926676|155927156",38,17,17,3,8,37,29,15,4,33,16
"chr1:156320839|156334918",8,0,35,23,7,13,28,18,17,51,17
"chr1:156324972|156334918",0,0,0,0,14,0,0,0,5,2,0
"chr1:156333547|156334918",24,0,5,11,9,11,16,0,0,12,14
"chr1:156466161|156466453",0,0,0,0,6,0,0,0,0,0,0
"chr1:156475108|156477202",42,0,12,0,10,0,0,25,9,14,20
"chr1:158654811|158654951",0,0,0,0,2,0,0,0,0,0,0
"chr1:158844640|158854933",0,0,0,0,8,0,0,0,0,0,0
"chr1:160214169|160214503",0,0,0,0,9,0,0,0,0,0,0
"chr1:160317354|160332557",5,13,4,0,12,0,0,21,9,7,0
"chr1:160323431|160332557",50,48,20,35,59,54,47,70,39,61,62
"chr1:161171410|161172029",0,0,0,0,5,0,0,0,0,0,0
"chr1:161751866|161753261",0,0,0,5,11,0,0,0,0,0,0
"chr1:161778244|161784096",16,0,0,0,7,11,0,0,7,3,11
"chr1:161846449|161863312",36,10,20,43,31,8,42,72,37,18,16
"chr1:162576777|162581459",7,0,0,7,13,0,0,0,0,0,0
"chr1:164625929|164821626",0,0,0,0,4,0,0,0,0,0,0
"chr1:164792494|164821626",0,0,0,0,5,0,0,10,0,0,0
"chr1:164807542|164821626",26,22,10,8,14,11,0,9,7,23,25
"chr1:165679442|165683110",9,0,9,5,19,0,0,0,0,0,2
"chr1:165680487|165695397",0,0,0,0,9,0,0,13,0,0,0
"chr1:165890204|165896332",0,0,5,0,5,0,0,0,0,0,0
"chr1:166862203|166863921",4,0,0,10,11,11,0,0,4,11,0
"chr1:167332470|167338258",14,14,10,10,16,5,0,17,7,14,0
"chr1:167765583|167776166",17,14,49,0,48,19,30,33,23,33,19
"chr1:167772275|167776166",0,0,24,20,36,0,30,10,0,6,5
"chr1:167772275|167788137",0,0,6,0,21,0,0,0,0,0,0
"chr1:167772275|167803537",0,0,0,0,7,6,0,0,0,0,0
"chr1:168022988|168050933",0,0,0,0,11,0,0,0,0,6,0
"chr1:168043025|168065746",0,0,0,0,4,0,0,0,0,0,0
"chr1:168063621|168068463",12,0,21,9,12,0,13,0,21,14,8
"chr1:168065590|168068463",0,0,0,0,8,0,9,0,0,9,0
"chr1:168104477|168104894",222,28,107,36,99,35,42,61,37,196,135
"chr1:168231514|168243093",0,0,0,0,4,0,0,0,0,0,0
"chr1:168236589|168242987",0,0,0,0,3,0,0,0,0,0,0
