"","Sample_3TR","Sample_9TR","Sample_21TR","Sample_24TR","Sample_31TR","Sample_32TR","Sample_38TR","Sample_41TR","Sample_43TR","Sample_49TR","Sample_50TR"
"chr1:805799|810170",9,0,0,2,3,6,0,0,0,3,0
"chr10:18498355|18506547",3,0,0,2,0,3,3,0,2,2,0
"chr10:18527588|18536196",8,0,3,3,4,6,4,0,3,7,0
"chr10:27117576|27121448",2,0,2,0,0,0,0,0,0,0,0
"chr10:27142387|27145590",3,0,3,0,0,0,0,0,0,2,0
"chr10:27532507|27533994",3,2,0,0,0,0,0,0,0,5,4
"chr10:27673960|27675554",4,0,0,0,2,0,0,0,0,0,3
"chr10:28583399|28596041",7,4,0,3,7,5,6,4,8,3,4
"chr10:29512735|29531288",10,6,22,28,7,21,27,12,18,39,21
"chr10:29512735|29532172",10,2,20,17,11,10,19,5,6,27,25
"chr10:29550597|29569312",4,0,3,2,0,0,0,0,4,5,8
"chr10:29554783|29555108",2,0,0,2,0,0,0,0,2,2,0
"chr10:30026103|30029866",2,0,0,3,0,3,4,0,0,5,2
"chr10:30108787|30110831",4,0,2,2,2,0,3,0,0,3,3
"chr10:31373018|31387266",7,0,2,4,6,0,2,5,5,0,3
"chr10:31373018|31387798",5,4,0,3,3,3,2,0,2,3,0
"chr10:31373018|31461237",14,6,15,21,30,11,21,10,20,8,8
"chr10:31373018|31502509",3,0,0,0,3,3,4,0,0,4,6
"chr10:31387124|31461237",3,2,2,2,0,0,3,0,0,0,0
"chr10:31461037|31461237",6,0,5,2,4,0,5,0,3,9,6
"chr10:31461037|31502509",2,0,0,3,6,0,0,0,4,0,0
"chr10:31908172|31910563",42,11,21,12,28,35,15,32,38,19,31
"chr10:32019858|32021287",5,0,5,6,4,12,0,0,4,3,2
"chr10:32451592|32474023",7,4,5,3,5,7,3,0,2,6,7
"chr10:32462683|32584304",2,0,0,0,0,2,0,3,2,2,0
"chr10:32543300|32584304",53,7,12,10,12,23,11,11,16,33,10
"chr10:32543300|32623817",4,0,4,3,0,5,2,0,3,11,0
"chr10:32565558|32584304",8,8,7,7,5,3,4,8,6,4,9
"chr10:34251602|34336243",2,0,0,0,0,0,0,0,0,0,0
"chr10:34269657|34284245",8,5,4,5,5,0,3,2,15,5,0
"chr10:34269657|34360259",2,0,0,0,0,0,0,0,0,0,0
"chr10:34359147|34384254",3,0,2,0,0,0,0,0,5,4,7
"chr10:34372498|34384254",4,0,0,0,0,0,0,0,4,0,0
"chr10:34374874|34384254",3,0,0,0,0,0,0,0,0,0,0
"chr10:35516523|35530243",6,3,4,10,0,7,2,0,5,3,3
"chr10:43154897|43158931",5,4,0,0,0,0,0,4,0,2,0
"chr10:43154897|43167098",2,0,0,0,0,0,2,0,0,2,2
"chr10:43154897|43176032",7,8,3,2,6,11,8,3,4,6,11
"chr10:45939361|45962994",7,0,0,5,7,3,2,0,9,0,0
"chr10:45939361|45965855",6,0,0,2,0,5,0,0,0,0,0
"chr10:48401612|48410168",6,2,0,0,3,6,2,0,3,0,5
"chr10:49857306|49935142",4,0,0,0,0,0,0,0,0,0,0
"chr10:49915917|49935142",16,5,0,0,7,0,3,2,6,5,0
"chr10:49932100|49935142",5,0,0,0,0,0,0,0,0,0,0
"chr10:50433476|50466932",4,0,0,3,0,0,2,0,2,3,0
"chr10:50433476|50590247",4,2,4,10,3,0,5,0,3,5,5
"chr10:59832525|59852702",4,0,0,2,8,3,0,0,0,8,4
"chr10:67954595|68014186",5,0,0,0,3,7,4,0,4,0,7
"chr10:67966683|68014186",8,2,9,3,4,2,2,2,3,5,5
"chr10:67988663|68014186",2,2,0,0,0,0,0,0,3,2,5
"chr10:68363590|68386128",2,0,0,0,0,0,0,0,0,0,0
"chr10:68393138|68394451",4,0,5,2,3,3,0,0,7,2,2
"chr10:68393138|68401737",2,0,3,0,0,0,0,0,0,0,0
"chr10:68487144|68493570",7,5,6,3,2,0,6,3,5,3,2
"chr10:68487144|68506718",3,0,4,5,4,10,2,0,5,16,5
"chr10:68644698|68647005",15,3,3,0,0,3,0,0,3,10,5
"chr10:68644698|68652594",3,0,0,0,0,0,0,0,0,0,0
"chr10:68651846|68652594",3,0,0,0,0,0,0,0,0,0,0
"chr10:68737845|68742569",4,0,4,4,5,2,0,2,0,3,4
"chr10:68786136|68786692",2,0,0,0,0,0,0,0,0,0,0
"chr10:68936936|68943257",3,0,0,0,5,0,0,0,3,0,0
"chr10:68959806|68960249",4,5,0,6,7,5,4,0,5,3,4
"chr10:69483691|69485215",4,2,2,0,6,4,3,0,0,5,0
"chr10:70152263|70161069",2,0,4,2,2,0,0,0,3,8,3
"chr10:70152263|70161931",2,3,0,0,0,4,0,0,5,3,0
"chr10:70844473|70859499",2,0,0,0,0,0,0,0,0,0,0
"chr10:70844473|70868433",2,0,0,0,0,0,0,0,0,0,0
"chr10:72340789|72341170",4,0,13,10,12,4,8,8,3,7,11
"chr10:72708283|72715902",10,4,4,7,7,0,6,6,6,3,7
"chr10:72715111|72715902",4,5,3,3,2,6,4,0,0,5,2
"chr10:73146276|73163950",2,0,2,0,0,0,0,0,0,0,0
"chr10:73396519|73400857",4,0,7,0,0,5,5,0,3,6,7
"chr10:73536269|73539593",2,0,0,2,0,0,0,0,0,2,6
"chr10:73817023|73824084",3,0,6,5,7,0,0,0,4,7,0
"chr10:74070670|74074903",3,2,4,3,3,3,0,0,0,0,0
"chr10:74838683|74843478",3,0,2,4,6,2,3,2,7,0,7
"chr10:74842600|74843478",3,4,2,2,0,0,3,0,2,0,0
"chr10:74969660|74989112",3,0,2,0,0,0,0,0,4,3,2
"chr10:76909966|76970067",4,0,3,2,0,2,2,0,0,2,0
"chr10:76944773|76970067",2,2,3,4,2,0,5,0,0,9,4
"chr10:76949142|76970067",2,0,0,0,0,0,0,0,0,0,0
"chr10:76969974|77027891",2,0,0,0,0,0,0,0,0,0,0
"chr10:77011967|77027891",2,3,0,6,3,0,3,0,3,3,2
"chr10:77183421|77251256",3,0,4,0,0,0,2,0,0,0,0
"chr10:77403862|77587871",2,0,0,0,0,0,0,0,0,0,0
"chr10:77586317|77587871",4,0,2,0,0,2,3,0,0,0,2
"chr10:84371014|84373815",5,0,4,6,6,3,0,0,0,3,0
"chr10:84417771|84425893",10,5,6,12,9,7,4,3,7,7,5
"chr10:84417771|84477664",5,0,0,0,3,5,0,0,0,3,0
"chr10:84438512|84477664",8,4,8,7,8,17,10,3,6,13,9
"chr10:84447832|84477664",3,0,0,0,5,0,0,2,0,0,0
"chr10:86451967|86461287",3,0,0,0,0,0,0,0,0,0,3
"chr10:86472208|86473973",2,0,0,0,0,0,0,0,0,0,0
"chr10:87767673|87776427",2,4,5,2,4,3,0,0,0,0,2
"chr10:91994535|92008275",2,0,0,3,5,0,0,0,3,3,2
"chr10:92474841|92475994",4,0,0,0,0,0,0,0,0,0,0
"chr10:92531748|92537550",3,0,2,3,4,2,0,0,0,2,0
"chr10:93381219|93389154",4,10,7,7,8,6,7,4,6,6,4
"chr10:94030683|94032252",19,8,13,8,13,12,11,6,11,15,22
"chr10:94245946|94246621",3,0,3,5,4,4,4,0,4,7,10
"chr10:94258800|94259150",6,0,3,7,2,6,6,2,5,5,10
"chr10:94441896|94451609",2,0,0,0,0,0,0,0,0,0,0
"chr10:95237929|95247366",2,0,0,0,0,0,0,0,0,0,0
"chr10:95339133|95346452",6,4,8,8,5,6,7,5,4,13,10
"chr10:95339133|95367699",4,3,4,3,7,5,3,0,3,6,5
"chr10:95381685|95410777",17,7,3,19,19,13,0,5,6,18,9
"chr10:95922016|95927332",2,0,0,2,0,0,0,2,0,0,0
"chr10:95949896|96027389",3,0,0,0,0,0,0,0,0,0,0
"chr10:96155326|96160402",2,0,0,0,3,2,3,0,4,4,3
"chr10:96544076|96576829",2,5,0,0,0,2,0,0,3,0,7
"chr10:97436417|97437750",24,0,10,10,16,14,8,5,11,7,13
"chr10:97436417|97438703",4,0,4,0,0,0,0,0,2,0,0
"chr10:97437191|97438703",2,2,0,0,0,0,0,0,0,0,0
"chr10:100923975|100926019",11,0,10,8,10,7,8,2,9,9,4
"chr10:101667886|101676436",13,7,11,13,9,7,12,9,15,9,9
"chr10:101792839|101810314",9,4,0,0,4,6,0,0,4,4,0
"chr10:101792839|101813606",2,0,2,4,0,0,0,0,0,2,0
"chr10:101797980|101807901",2,0,0,0,0,0,0,0,0,0,0
"chr10:101798842|101800400",2,0,0,0,0,0,0,0,0,0,2
"chr10:102685816|102705489",2,0,0,0,0,0,0,0,0,0,0
"chr10:103438015|103438808",6,3,4,5,6,6,3,5,3,9,0
"chr10:103611581|103661114",2,0,0,0,0,2,0,0,0,0,0
"chr10:103622470|103661114",51,20,29,25,33,24,27,19,25,48,45
"chr10:104008177|104018908",3,0,3,7,3,7,0,2,0,7,5
"chr10:110596398|110598290",17,3,11,7,5,8,5,10,3,7,2
"chr10:110881233|110890670",7,0,2,3,0,0,0,0,0,4,0
"chr10:110881275|110890670",2,0,0,0,0,0,2,0,0,0,0
"chr10:110885253|110890670",4,0,0,0,0,0,0,3,4,0,0
"chr10:110964125|110985765",32,10,6,16,13,16,15,13,21,13,13
"chr10:114830852|114836246",3,0,0,0,0,0,0,0,2,0,0
"chr10:115120185|115129535",2,0,11,9,10,4,15,0,4,7,9
"chr10:117485953|117486478",9,3,13,6,28,5,9,0,15,18,9
"chr10:118685983|118730410",3,0,0,0,0,0,0,3,0,0,0
"chr10:120204995|120208995",5,0,0,0,0,7,2,0,0,0,0
"chr10:121538592|121565704",4,0,0,3,2,0,0,0,6,3,2
"chr10:121790169|121870038",2,0,0,0,0,0,0,0,0,0,0
"chr10:124408542|124412200",5,2,0,0,3,0,0,0,0,0,4
"chr10:124488422|124498128",2,0,2,5,4,0,0,2,6,0,3
"chr10:124681607|124682379",10,0,5,6,9,3,5,7,21,9,8
"chr10:124942457|124943307",4,0,2,0,3,0,0,0,2,2,2
"chr10:124973645|124974398",2,0,0,0,0,0,0,0,0,0,0
"chr10:126970702|126990603",10,0,0,4,6,7,6,3,4,5,6
"chr10:126970702|127000307",15,2,0,7,9,5,12,3,8,5,6
"chr10:126970702|127061776",2,0,0,0,0,2,0,0,0,2,0
"chr10:130079566|130079901",3,0,0,0,0,2,0,0,4,2,0
"chr10:132690392|132710456",2,0,0,0,0,0,0,2,0,0,0
"chr11:3731391|3731578",2,0,0,2,0,0,0,0,0,0,0
"chr11:3731391|3753408",2,0,0,3,5,0,0,0,2,0,3
"chr11:6941571|6955782",3,0,0,3,2,0,5,0,0,0,0
"chr11:8089610|8090231",13,0,5,6,7,10,2,0,4,8,0
"chr11:8413495|8464822",4,0,5,0,0,3,0,0,4,7,2
"chr11:8710845|8712735",2,0,0,0,0,0,0,0,0,0,0
"chr11:9203660|9207632",3,0,0,0,0,3,0,2,0,3,0
"chr11:9420411|9425262",2,0,0,0,3,0,2,0,6,0,0
"chr11:9998266|10002689",2,0,0,0,0,0,0,0,0,0,0
"chr11:11327086|11341004",4,0,2,4,6,8,0,4,6,0,3
"chr11:12764179|12764434",11,12,5,6,8,4,6,0,5,12,10
"chr11:13413530|13445181",4,0,2,0,5,4,2,0,2,0,0
"chr11:16183886|16341252",2,0,0,0,0,0,0,0,0,0,0
"chr11:17131916|17145942",5,0,2,0,0,0,0,0,0,0,0
"chr11:18291442|18292019",4,0,0,0,5,4,5,2,5,6,0
"chr11:18291442|18292976",3,7,4,2,11,6,5,7,7,9,3
"chr11:18514678|18519603",2,0,0,0,0,0,0,0,0,3,0
"chr11:18700933|18701197",2,0,0,0,0,0,0,0,0,0,0
"chr11:20062307|20083179",4,0,0,0,0,4,0,0,0,0,0
"chr11:32927157|32935435",9,2,0,5,12,6,0,2,15,4,5
"chr11:33105567|33106064",2,3,0,2,0,0,0,0,2,3,0
"chr11:33286413|33287511",247,134,176,204,236,222,228,97,223,310,264
"chr11:33286413|33306009",5,0,3,3,0,0,0,0,0,0,0
"chr11:33286413|33328633",3,5,2,3,6,5,3,0,2,5,2
"chr11:34071726|34076642",2,3,0,5,3,7,2,0,6,4,3
"chr11:34086064|34090678",2,0,0,0,0,0,0,0,0,0,0
"chr11:34197325|34204690",2,0,0,0,0,0,0,0,0,0,0
"chr11:34957384|34978182",9,0,0,5,8,4,6,0,4,12,6
"chr11:36227085|36227430",19,10,10,16,14,12,10,9,12,19,4
"chr11:38870077|38879360",2,0,0,0,0,0,0,0,0,0,0
"chr11:38870077|38885214",2,0,0,0,0,0,0,0,0,0,0
"chr11:44933970|44935017",3,0,0,0,0,0,0,0,0,0,0
"chr11:45862060|45872233",3,0,0,0,0,0,0,2,0,0,5
"chr11:46076754|46092223",20,8,13,20,25,15,12,11,18,19,11
"chr11:46084166|46092223",3,0,0,0,0,0,0,0,0,0,0
"chr11:46312325|46312919",3,0,2,3,4,4,0,0,2,4,2
"chr11:46493608|46508370",3,0,0,0,0,0,0,0,0,3,5
"chr11:46493608|46512813",2,0,0,0,0,0,0,0,0,2,0
"chr11:47483453|47484523",4,0,3,0,0,3,0,0,0,0,0
"chr11:47752916|47754664",2,0,0,2,0,0,4,0,0,4,0
"chr11:57491224|57491862",4,0,2,4,2,3,2,0,4,6,5
"chr11:57602035|57614596",3,0,0,0,0,0,0,0,0,0,0
"chr11:57693827|57695974",2,0,0,0,0,0,0,0,0,0,0
"chr11:59658866|59659469",4,4,0,6,8,3,0,0,6,5,5
"chr11:60919686|60920988",2,0,0,0,0,0,0,0,0,0,0
"chr11:61366045|61367998",4,4,2,4,7,13,10,5,8,5,4
"chr11:61437625|61438113",2,2,2,4,2,2,2,0,2,4,7
"chr11:62535945|62536567",5,3,11,6,9,6,11,3,2,3,13
"chr11:62827155|62827631",2,0,0,2,0,0,0,2,0,0,0
"chr11:63895159|63895633",2,0,0,0,0,0,0,0,0,0,0
"chr11:64193078|64197974",7,0,0,3,0,0,0,0,0,0,0
"chr11:68166982|68190152",4,0,7,6,0,2,4,0,6,7,2
"chr11:68515028|68519651",3,0,0,0,0,0,2,0,0,0,0
"chr11:68551121|68564432",3,0,0,3,4,3,0,0,5,3,0
"chr11:68567014|68576043",4,0,5,2,0,3,0,0,0,2,0
"chr11:68759569|68761687",2,0,3,0,0,2,0,0,0,2,0
"chr11:68804000|68807638",3,0,0,0,2,3,0,0,3,2,0
"chr11:70103066|70108404",2,0,0,0,0,0,0,0,0,0,0
"chr11:70330173|70335694",3,5,0,0,2,0,0,2,0,3,0
"chr11:70354301|70356254",2,2,3,3,5,0,5,3,4,3,2
"chr11:72984088|72989097",3,4,4,2,12,7,4,6,0,7,3
"chr11:73707420|73718718",12,13,10,15,23,14,15,8,13,19,13
"chr11:73707420|73718890",3,0,3,0,8,6,0,3,10,4,6
"chr11:73707420|73720899",16,12,26,11,16,18,19,4,16,20,16
"chr11:74132844|74133557",3,0,0,0,0,0,2,0,0,0,0
"chr11:74132844|74139828",3,0,0,0,0,3,0,0,3,0,0
"chr11:74789626|74817714",2,5,4,6,4,0,50,4,7,4,8
"chr11:76463821|76472840",5,0,0,3,4,5,4,4,4,4,3
"chr11:77619606|77625818",14,10,9,7,13,6,3,5,9,13,6
"chr11:77619606|77629899",8,5,0,2,2,4,5,0,8,5,8
"chr11:77622500|77625818",2,0,0,0,0,0,0,0,0,0,0
"chr11:77624963|77625818",10,0,7,10,0,0,0,5,4,12,8
"chr11:77624963|77629899",3,0,0,0,3,0,0,0,0,4,0
"chr11:77672042|77693611",2,0,0,0,0,0,0,0,0,0,0
"chr11:77683710|77693611",4,4,8,5,8,6,7,2,11,8,4
"chr11:77691159|77693611",2,0,0,0,0,0,0,0,3,0,0
"chr11:77691159|77702495",2,0,0,0,0,0,2,0,0,0,0
"chr11:77698487|77702495",4,3,3,10,3,2,0,0,5,7,0
"chr11:78465876|78493195",7,0,0,3,0,3,0,0,5,3,2
"chr11:83206058|83236509",2,2,0,3,2,4,0,3,2,0,4
"chr11:83224855|83248087",3,0,3,3,2,0,0,0,0,0,0
"chr11:83273647|83278829",2,0,0,0,2,0,3,0,3,3,2
"chr11:85695128|85718843",2,0,0,0,0,0,0,0,0,0,0
"chr11:85974708|85983973",3,7,6,2,5,0,3,0,5,3,5
"chr11:85974708|86031611",4,8,7,6,6,6,3,6,11,7,4
"chr11:85981129|86031611",2,0,0,0,0,0,0,0,0,0,2
"chr11:85981745|85990399",2,0,0,0,0,0,0,0,0,0,0
"chr11:85996826|86003451",8,11,16,15,27,15,15,9,21,17,18
"chr11:85996826|86007583",2,0,0,0,7,0,0,0,0,2,0
"chr11:85996826|86031611",26,20,24,27,32,26,31,10,34,25,38
"chr11:86007542|86031611",4,4,5,2,6,9,8,3,6,6,5
"chr11:86011030|86031611",5,6,5,6,3,7,7,2,9,3,0
"chr11:86022367|86031611",8,8,5,6,5,12,3,2,4,4,6
"chr11:87067694|87091395",7,3,7,3,4,4,5,0,2,3,3
"chr11:89354962|89402542",2,2,0,0,0,0,0,0,0,0,0
"chr11:92309604|92355404",2,0,0,0,0,0,0,0,0,0,0
"chr11:92352096|92355404",66,47,52,116,69,57,81,24,48,114,211
"chr11:94485924|94490965",3,0,0,0,0,2,0,0,0,0,0
"chr11:94795011|94800311",4,4,0,0,0,5,2,0,6,2,3
"chr11:96091892|96093517",6,4,9,7,7,3,6,5,7,2,7
"chr11:102362896|102368548",3,0,3,4,4,5,3,2,0,2,4
"chr11:103219915|103223086",3,0,0,0,0,3,0,0,2,0,0
"chr11:103303093|103323990",2,3,0,0,0,0,3,2,0,2,3
"chr11:103303093|103358359",2,0,0,2,3,0,0,0,2,3,0
"chr11:106939460|106940178",2,2,4,2,2,0,0,0,0,6,0
"chr11:106939460|106986131",2,0,4,3,2,0,0,0,0,4,3
"chr11:106978619|106986131",15,14,16,11,9,14,5,7,6,4,0
"chr11:107390074|107392895",5,0,0,0,0,3,0,0,0,4,2
"chr11:107390074|107418287",2,0,0,3,2,4,4,0,3,7,2
"chr11:108046270|108054955",3,3,0,3,3,0,2,3,7,5,5
"chr11:108176246|108177090",6,2,0,3,0,6,3,0,2,0,0
"chr11:108185232|108190500",2,2,0,0,0,2,0,2,3,2,0
"chr11:108186482|108190500",3,0,0,0,0,0,0,0,0,0,0
"chr11:108301648|108304852",4,0,0,0,0,0,0,0,4,2,0
"chr11:108301648|108321420",2,0,0,0,0,0,0,0,0,0,0
"chr11:108327645|108332037",3,0,0,0,0,0,0,0,0,0,0
"chr11:108329021|108332037",2,0,0,0,0,0,0,0,0,0,0
"chr11:111752159|111753577",2,0,0,0,2,2,0,0,0,0,0
"chr11:113852501|113854335",4,3,0,0,0,0,0,0,0,0,0
"chr11:114063211|114064568",2,0,0,2,0,0,0,2,0,2,0
"chr11:114443856|114450166",2,0,0,2,0,0,2,0,0,2,0
"chr11:114517556|114540760",3,0,0,0,5,2,2,0,0,3,0
"chr11:114526623|114540760",3,0,0,0,0,0,0,2,0,0,0
"chr11:114526623|114679762",2,0,0,0,0,0,0,0,0,0,0
"chr11:117152441|117163892",8,4,5,0,6,5,7,3,5,6,6
"chr11:118551786|118559864",4,2,0,2,2,3,3,0,0,2,3
"chr11:118583179|118584644",3,0,0,0,0,0,0,0,3,0,3
"chr11:118613294|118613896",2,0,0,0,0,0,0,0,0,0,0
"chr11:118786052|118786518",5,3,2,0,3,0,5,3,4,3,5
"chr11:119273868|119274953",3,0,2,0,0,0,3,0,2,3,2
"chr11:119284969|119285566",9,4,3,6,6,6,3,4,8,6,2
"chr11:119296918|119297481",2,0,0,0,0,0,0,0,0,2,0
"chr11:120388474|120409450",2,0,0,2,0,0,0,0,0,0,0
"chr11:120406118|120407823",3,4,4,11,6,2,7,3,0,12,3
"chr11:120406118|120409450",12,9,8,11,5,9,0,6,7,7,4
"chr11:120440129|120445464",2,0,0,0,0,0,0,0,2,0,0
"chr11:120465237|120467308",2,0,0,0,0,2,0,3,0,2,0
"chr11:120473050|120477526",8,3,5,2,5,4,2,2,6,7,0
"chr11:120474560|120477526",18,4,21,14,12,7,12,8,14,7,13
"chr11:120475340|120477526",3,0,4,2,0,0,0,0,0,0,0
"chr11:120476661|120477526",5,0,6,0,0,6,8,2,3,2,7
"chr11:121045674|121060085",29,7,13,7,14,14,16,4,9,16,12
"chr11:122776219|122777210",2,4,4,3,6,3,3,0,5,0,4
"chr11:124647365|124648175",6,0,0,4,0,5,0,0,3,6,0
"chr11:128758115|128782023",2,0,0,0,0,3,3,0,3,4,2
"chr11:129062280|129066868",2,0,0,0,0,0,0,0,0,0,0
"chr11:129093621|129164427",2,0,0,0,0,0,2,0,0,0,0
"chr11:129123446|129164427",3,0,0,0,0,4,0,0,0,2,0
"chr11:130109429|130122513",2,0,0,0,0,0,2,0,0,0,0
"chr11:130260856|130261929",10,5,12,9,9,9,6,4,12,12,11
"chr12:350621|356537",2,2,0,0,0,0,0,3,0,0,0
"chr12:829062|829944",2,0,0,0,0,0,0,0,0,0,3
"chr12:1180540|1190052",3,0,0,4,4,2,2,0,5,2,4
"chr12:1180540|1236904",2,0,0,0,0,0,0,0,3,0,0
"chr12:1371833|1444750",7,2,0,5,0,4,7,4,2,5,3
"chr12:2115224|2120430",9,5,3,8,6,6,6,4,6,10,9
"chr12:2686166|2742180",10,0,0,0,0,0,0,0,0,0,0
"chr12:5799507|5832603",3,0,2,2,0,0,0,0,0,0,0
"chr12:5827769|5922804",2,0,0,0,2,4,2,2,3,2,2
"chr12:6548425|6548825",6,2,3,0,0,0,2,0,0,3,0
"chr12:8039819|8040165",2,0,0,2,0,0,0,0,0,0,2
"chr12:8655415|8655830",8,0,0,0,0,0,0,0,2,0,2
"chr12:10825052|10848407",2,0,0,0,0,0,0,0,0,0,0
"chr12:11121010|11124323",2,2,0,0,2,2,0,0,0,0,0
"chr12:11869424|11869969",3,0,3,3,7,0,0,5,4,0,0
"chr12:12244262|12244655",4,0,8,2,0,6,0,0,0,8,6
"chr12:14423909|14425473",2,2,3,5,0,2,3,0,0,0,0
"chr12:15665756|15681302",2,0,0,0,0,0,0,0,0,0,0
"chr12:19253940|19261021",2,0,0,0,0,0,0,0,4,0,0
"chr12:19462510|19473355",4,3,4,4,6,5,7,5,0,7,2
"chr12:19462510|19500221",2,0,2,0,0,0,0,0,0,3,3
"chr12:22490123|22506819",2,0,0,0,0,0,0,0,0,0,0
"chr12:22643763|22673660",2,0,0,0,3,0,0,0,0,3,0
"chr12:26628033|26655852",2,0,0,0,0,0,0,0,0,0,0
"chr12:26628033|26716242",2,0,0,0,0,0,2,2,0,0,3
"chr12:27714780|27724186",20,6,7,7,10,20,8,7,12,14,31
"chr12:27714780|27725667",3,2,0,2,3,3,0,0,0,0,2
"chr12:28225795|28259442",2,3,3,0,6,5,3,0,4,3,0
"chr12:28255581|28307749",3,0,0,2,3,2,0,0,0,0,3
"chr12:28305649|28307749",6,0,6,0,5,4,4,3,6,7,6
"chr12:29572105|29604299",2,0,0,0,0,0,0,0,0,0,0
"chr12:31442775|31447769",2,0,0,0,5,0,0,0,0,4,0
"chr12:31442775|31495919",2,0,0,0,0,0,0,0,0,0,0
"chr12:31447538|31495919",3,0,0,3,0,0,0,0,0,0,0
"chr12:32598497|32611283",12,5,4,8,8,5,0,7,14,9,7
"chr12:32708153|32718763",3,3,0,0,0,0,0,0,0,0,0
"chr12:42210355|42210619",5,5,3,2,0,2,0,2,2,8,2
"chr12:42210355|42210680",13,4,18,9,7,11,8,7,16,12,8
"chr12:42351885|42398994",4,2,3,0,2,2,0,0,0,2,3
"chr12:45331295|45357424",3,0,0,0,0,0,0,0,0,0,0
"chr12:45836589|45839496",3,0,0,0,3,0,0,0,2,2,2
"chr12:45926142|45928859",11,3,7,2,3,8,5,3,6,8,12
"chr12:46229153|46243314",32,14,11,15,13,13,5,5,25,42,25
"chr12:46229153|46254936",2,4,3,0,0,0,0,0,6,2,0
"chr12:46239679|46243314",13,7,4,0,4,10,0,0,8,11,0
"chr12:47104113|47108164",3,0,0,2,0,2,0,0,4,0,0
"chr12:49097566|49098105",7,2,7,3,7,2,4,0,3,6,8
"chr12:49486250|49490731",2,0,0,0,0,3,2,2,2,2,0
"chr12:50094437|50096972",3,3,3,4,0,0,0,0,0,0,0
"chr12:50427762|50441643",7,0,9,7,6,11,7,5,6,8,7
"chr12:50427762|50461347",2,0,2,2,0,2,0,4,0,3,3
"chr12:50430495|50437838",3,0,0,0,0,0,0,0,0,0,0
"chr12:51055835|51056502",5,2,0,0,0,3,0,0,3,0,0
"chr12:51073823|51074082",10,3,8,6,5,10,5,0,6,11,6
"chr12:54345460|54348051",2,0,0,0,0,0,0,0,0,0,0
"chr12:55700899|55701154",25,0,45,3,20,33,5,2,19,25,25
"chr12:55702872|55703178",3,2,3,3,0,0,0,0,2,8,0
"chr12:55835820|55838734",2,0,0,0,0,0,0,0,0,0,0
"chr12:56784853|56786014",2,0,0,0,0,2,0,0,0,3,0
"chr12:57395749|57398198",4,2,0,4,0,4,0,0,0,0,0
"chr12:57533953|57534452",2,0,0,0,0,0,0,0,0,0,0
"chr12:57946995|57953689",2,0,0,0,0,0,0,0,0,0,0
"chr12:63617304|63647365",3,0,0,3,0,2,3,0,0,0,0
"chr12:64484303|64486017",2,0,0,2,2,0,4,0,0,0,0
"chr12:65308529|65369026",4,6,5,7,0,0,2,2,5,8,3
"chr12:69251129|69262562",12,10,0,4,6,7,6,0,13,0,7
"chr12:69589485|69592159",5,5,8,4,0,4,0,0,0,3,0
"chr12:69589485|69593613",7,2,0,3,0,2,2,0,2,3,2
"chr12:69800209|69801721",5,3,3,9,7,3,3,0,5,7,2
"chr12:71769800|71774022",2,0,0,0,4,3,0,2,0,0,0
"chr12:72562165|72621751",2,0,0,0,0,4,0,0,0,0,0
"chr12:72562853|72575542",4,0,0,0,4,0,0,0,3,0,0
"chr12:79786374|79798584",2,0,0,0,0,0,0,0,0,0,0
"chr12:79793863|79822190",3,3,2,5,3,6,0,2,4,2,2
"chr12:79817394|79822190",2,0,0,0,0,0,0,0,0,0,0
"chr12:82369387|82403130",2,0,0,0,2,0,0,0,0,0,4
"chr12:82857010|82857580",2,5,0,0,0,0,0,0,0,0,0
"chr12:92798892|92799086",4,0,0,0,0,0,0,2,0,0,0
"chr12:92827912|92853025",4,2,0,4,2,0,3,0,2,3,0
"chr12:93619876|93626217",3,0,3,0,3,0,0,0,0,5,0
"chr12:94169153|94186473",6,0,2,2,4,6,0,4,0,3,0
"chr12:95208843|95211267",15,21,22,20,16,17,20,7,35,37,27
"chr12:95294272|95296258",2,0,0,3,0,0,0,0,0,0,0
"chr12:96294999|96300360",4,0,2,0,0,0,0,0,0,0,3
"chr12:96298869|96300360",4,4,2,8,0,3,0,0,2,3,4
"chr12:96323948|96334865",4,7,4,2,0,4,3,4,3,4,0
"chr12:99772922|99782097",5,3,7,3,0,10,0,3,5,8,3
"chr12:99806545|99825389",5,0,0,0,4,0,0,0,0,0,0
"chr12:100282943|100298175",7,5,0,0,8,4,3,5,7,0,9
"chr12:101714090|101716812",2,0,2,0,2,0,0,0,0,0,0
"chr12:101897863|101914232",3,0,0,0,0,0,0,0,0,0,0
"chr12:101908186|101914232",2,0,0,0,0,0,3,0,0,0,0
"chr12:102039868|102046119",4,0,0,2,7,4,5,0,4,5,2
"chr12:103806322|103815121",4,3,0,0,3,2,3,0,0,3,2
"chr12:103857110|103866551",2,0,0,0,0,0,0,0,0,0,0
"chr12:104003135|104021491",2,0,2,0,0,0,0,0,0,2,0
"chr12:104311290|104327671",2,0,0,4,2,0,0,0,2,0,2
"chr12:104861291|104895345",2,0,2,0,0,0,0,0,0,0,0
"chr12:104886293|104928694",2,0,0,0,0,0,0,0,0,0,0
"chr12:104991712|104996026",2,0,0,0,0,3,2,0,0,0,4
"chr12:106842589|106860412",3,0,0,0,0,0,0,0,2,0,0
